epoch,train_loss,val_loss,val_micro_f1,val_macro_f1,val_micro_precision,val_micro_recall,val_mAP,val_macro_AUROC,learning_rate,epoch_seconds,peak_cuda_memory_GB
1,0.15844501765351343,0.1239635529886656,0.832325746799431,0.6998790337962034,0.8940030557677616,0.7786094477711244,0.8572280273532257,0.9802728920421472,0.001,59.70512938499451,1.5155882835388184
2,0.0950631059261063,0.10636000809537438,0.8622031443577798,0.7580129264896602,0.9066754743293332,0.8218895542248835,0.8732900698258249,0.9818657429681769,0.001,14.545354127883911,1.119819164276123
3,0.07854055515282202,0.29010565776265135,0.6955206660534152,0.606043367030208,0.6545086416854955,0.7420159680638723,0.8412942482601018,0.9711345576516086,0.001,14.242552042007446,1.119208812713623
4,0.06869360386671015,0.08041842055218805,0.8976909106633226,0.8173929733417263,0.9349666726715907,0.8632734530938124,0.9122413330862507,0.9909295648119922,0.001,14.26206922531128,1.119208812713623
5,0.06183564748340082,0.09548498211789688,0.8835481607011417,0.7829152928351695,0.9100461934482881,0.8585495675316035,0.8989710789182548,0.9879501494712272,0.001,14.305614709854126,1.119208812713623
6,0.05573117404955203,0.0759853504448337,0.9075704675125607,0.8564661333683451,0.9298202756935963,0.8863606121091151,0.9293357701571372,0.9920424910474024,0.001,14.34073543548584,1.119208812713623
7,0.05170340757295299,0.08474049111200439,0.8945345261392228,0.8492495503083344,0.9420727219196231,0.8515635395874916,0.919884007855565,0.9900147742481765,0.001,14.20418381690979,1.119208812713623
8,0.04714559263536608,0.0611998899553197,0.9269931000083133,0.8861722369904114,0.9266079441582183,0.9273785761809714,0.9402314004698297,0.9926078307379103,0.001,14.19971251487732,1.119208812713623
9,0.04410765071400272,0.06012755831909165,0.926318295441019,0.8798775760142435,0.9474727797683237,0.9060878243512974,0.9432555382835884,0.9934547479337656,0.001,14.294989109039307,1.119208812713623
10,0.04126755414454142,0.07544516828566888,0.9137343349895708,0.8769543489823286,0.9319243142274032,0.8962408516300732,0.9392161640270515,0.9913681969081789,0.001,14.23845911026001,1.119208812713623
11,0.038791082791830196,0.1208963950723008,0.8722738200245594,0.7848542234424187,0.9084260960409236,0.8388888888888889,0.9386018182098174,0.9900181997889275,0.001,14.19387412071228,1.119208812713623
12,0.036054105562292486,0.07663873481602176,0.9111776107729452,0.8729689049956013,0.9318703484732559,0.8913838988689288,0.9448315194888177,0.9927274339159312,0.001,14.195202827453613,1.119208812713623
13,0.03295348837227741,0.048140117361212945,0.9424887778865301,0.9136202437159008,0.956401123364614,0.9289753825681969,0.9605838894596739,0.9954641243087439,0.001,14.182409763336182,1.119208812713623
14,0.03140256751403496,0.09984244220604488,0.900273623707171,0.8445183269741321,0.9325466148525794,0.8701596806387225,0.9397141071337822,0.9918228453011856,0.001,14.192705631256104,1.119208812713623
15,0.02924649856735677,0.07621803785263964,0.9143043001917283,0.8731230080419748,0.9417759909719283,0.8883898868928809,0.9519907452551358,0.9935035854895723,0.001,14.179990530014038,1.119208812713623
16,0.02720807316982016,0.05450407264504647,0.938729058927884,0.9120432728691984,0.944562325283756,0.9329673985362608,0.9609048390509329,0.9945441065567342,0.001,14.174107313156128,1.119208812713623
17,0.026076420450658517,0.06594794131020498,0.9269155540437112,0.8932151511351609,0.9482860622933704,0.9064870259481038,0.9570955096071646,0.9944089912011554,0.001,14.29661250114441,1.119208812713623
18,0.023897241223281553,0.048610194621587714,0.946046511627907,0.9267166783429303,0.9447909754479098,0.9473053892215569,0.9655676373491303,0.9957028854948264,0.001,14.1723473072052,1.119208812713623
19,0.02186483900984557,0.08725898538906046,0.9151635012104886,0.8708731841647711,0.9386234874449185,0.8928476380572189,0.9522687084547153,0.99332004846635,0.001,14.142650365829468,1.119208812713623
20,0.020879904693653924,0.052686852952193504,0.94342383082013,0.9197902635781158,0.94296919139885,0.9438789088489687,0.963298429247385,0.9951028496110796,0.001,14.152937650680542,1.119208812713623
21,0.01998416005244715,0.04791544252393444,0.9481419484432541,0.9240128455382605,0.9542115902964959,0.9421490352628077,0.9679726684984443,0.9960125040764801,0.001,14.307579755783081,1.119208812713623
22,0.01785118219454189,0.05705427761132889,0.9420835153021803,0.9157053480887543,0.9514487344778448,0.932900864936793,0.9612756956124701,0.9954027818188685,0.001,14.206653118133545,1.119208812713623
23,0.016608215171624422,0.13020945766445816,0.900373599003736,0.8615572430927652,0.9110755398133642,0.8899201596806388,0.9366606267848415,0.9891387329734737,0.001,14.196502208709717,1.119208812713623
24,0.014721455397798618,0.05427196581488021,0.9446696358571453,0.9159369801667091,0.9473719428552311,0.9419827012641384,0.9669243132426332,0.9956654701561803,0.001,14.410517454147339,1.119208812713623
25,0.013819504533291069,0.060639753631226374,0.9436150069538699,0.9046744220078393,0.9506397920253891,0.9366932801064538,0.9592150787168565,0.9947611708803981,0.001,14.131017923355103,1.119208812713623
26,0.012746932236308696,0.05436765305613546,0.9476624124039406,0.9253361945694205,0.9646770969742918,0.9312375249500998,0.9651755975571338,0.9957541546872833,0.001,14.135363101959229,1.119208812713623
