cid,iupac_name,pubchem_inchikey,rdkit_inchikey,canonical_smiles,isomeric_smiles,formula,pubchem_molecular_weight,rdkit_molecular_weight,exact_mass,charge,heavy_atom_count,isotope_atom_count,covalent_unit_count,elements,xlogp,tpsa,h_bond_donor_count,h_bond_acceptor_count,rotatable_bond_count,source
21,2-ethyl-2-hydroxy-3-oxobutanoic acid,VUQLHQFKACOHNZ-UHFFFAOYSA-N,VUQLHQFKACOHNZ-UHFFFAOYSA-N,CCC(O)(C(C)=O)C(=O)O,,C6H10O4,146.14,146.142,146.05790880,0,10,0,1,C;H;O,-0.2,74.6,2,4,3,PubChem
22,2-hydroxy-2-methyl-3-oxobutanoic acid,NMDWGEGFJUBKLB-UHFFFAOYSA-N,NMDWGEGFJUBKLB-UHFFFAOYSA-N,CC(=O)C(C)(O)C(=O)O,,C5H8O4,132.11,132.115,132.04225873,0,9,0,1,C;H;O,-0.7,74.6,2,4,2,PubChem
23,2-amino-3-(3-oxoprop-1-enyl)but-2-enedioic acid,KACPVQQHDVBVFC-UHFFFAOYSA-N,KACPVQQHDVBVFC-UHFFFAOYSA-N,NC(C(=O)O)=C(C=CC=O)C(=O)O,,C7H7NO5,185.13,185.135,185.03242232,0,13,0,1,C;H;N;O,-0.5,118,3,6,4,PubChem
24,"2-amino-5,6,7,8-tetrahydroxy-6-(1,2,3-trihydroxypropyl)-3,4a,7,8a-tetrahydropteridin-4-one",SQDFRPSZAQYREW-UHFFFAOYSA-N,SQDFRPSZAQYREW-UHFFFAOYSA-N,NC1=NC2C(C(=O)N1)N(O)C(O)(C(O)C(O)CO)C(O)N2O,,C9H17N5O8,323.26,323.262,323.10771252,0,22,0,1,C;H;N;O,-4.5,216,9,11,3,PubChem
26,"1-(2-amino-7,8-dihydroxy-4-oxo-3,4a,7,8a-tetrahydropteridin-6-yl)propane-1,2-dione",FNUPJNCDWIHIRQ-UHFFFAOYSA-N,FNUPJNCDWIHIRQ-UHFFFAOYSA-N,CC(=O)C(=O)C1=NC2C(=O)NC(N)=NC2N(O)C1O,,C9H11N5O5,269.21,269.217,269.07601847,0,19,0,1,C;H;N;O,-2.7,158,4,8,2,PubChem
28,"2-aminohexa-2,4-dienedioic acid",ZRHONLCTYUYMIQ-UHFFFAOYSA-N,ZRHONLCTYUYMIQ-UHFFFAOYSA-N,NC(=CC=CC(=O)O)C(=O)O,,C6H7NO4,157.12,157.125,157.03750770,0,11,0,1,C;H;N;O,-0.3,101,3,5,3,PubChem
29,2-amino-3-oxopropanoic acid,XMTCKNXTTXDPJX-UHFFFAOYSA-N,XMTCKNXTTXDPJX-UHFFFAOYSA-N,NC(C=O)C(=O)O,,C3H5NO3,103.08,103.077,103.026943022,0,7,0,1,C;H;N;O,-3.7,80.4,2,4,2,PubChem
30,"2-amino-6-oxohexa-2,4-dienoic acid",QCGTZPZKJPTAEP-UHFFFAOYSA-N,QCGTZPZKJPTAEP-UHFFFAOYSA-N,NC(=CC=CC=O)C(=O)O,,C6H7NO3,141.12,141.126,141.042593085,0,10,0,1,C;H;N;O,-0.3,80.4,2,4,3,PubChem
31,"(2,3,4-trihydroxy-3-methylbutyl) dihydrogen phosphate",XMWHRVNVKDKBRG-UHFFFAOYSA-N,XMWHRVNVKDKBRG-UHFFFAOYSA-N,CC(O)(CO)C(O)COP(=O)(O)O,,C5H13O7P,216.13,216.126,216.03988975,0,13,0,1,C;H;O;P,-3.3,127,5,7,5,PubChem
32,"buta-1,3-diene-1,1,4-tricarboxylic acid",SLUDRBHRUDRZJZ-UHFFFAOYSA-N,SLUDRBHRUDRZJZ-UHFFFAOYSA-N,O=C(O)C=CC=C(C(=O)O)C(=O)O,,C7H6O6,186.12,186.119,186.01643791,0,13,0,1,C;H;O,1,112,3,6,4,PubChem
33,2-chloroacetaldehyde,QSKPIOLLBIHNAC-UHFFFAOYSA-N,QSKPIOLLBIHNAC-UHFFFAOYSA-N,O=CCCl,,C2H3ClO,78.50,78.498,77.9872424,0,4,0,1,C;Cl;H;O,0.3,17.1,0,1,1,PubChem
34,2-chloroethanol,SZIFAVKTNFCBPC-UHFFFAOYSA-N,SZIFAVKTNFCBPC-UHFFFAOYSA-N,OCCCl,,C2H5ClO,80.51,80.514,80.0028925,0,4,0,1,C;Cl;H;O,-0.1,20.2,1,1,1,PubChem
35,2-(2-chloro-5-oxofuran-2-yl)acetic acid,WGZZDRVKIXVYEI-UHFFFAOYSA-N,WGZZDRVKIXVYEI-UHFFFAOYSA-N,O=C(O)CC1(Cl)C=CC(=O)O1,,C6H5ClO4,176.55,176.555,175.9876363,0,11,0,1,C;Cl;H;O,0.3,63.6,1,4,2,PubChem
36,2-hydroxy-3-propan-2-ylbutanedioic acid,RNQHMTFBUSSBJQ-UHFFFAOYSA-N,RNQHMTFBUSSBJQ-UHFFFAOYSA-N,CC(C)C(C(=O)O)C(O)C(=O)O,,C7H12O5,176.17,176.168,176.06847348,0,12,0,1,C;H;O,0,94.8,3,5,4,PubChem
37,"4,5,6-trihydroxy-2-oxohexanoic acid",WPAMZTWLKIDIOP-UHFFFAOYSA-N,WPAMZTWLKIDIOP-UHFFFAOYSA-N,O=C(O)C(=O)CC(O)C(O)CO,,C6H10O6,178.14,178.14,178.04773803,0,12,0,1,C;H;O,-2.3,115,4,6,5,PubChem
38,"4-hydroxy-3,3-dimethyl-2-oxobutanoic acid",PKVVTUWHANFMQC-UHFFFAOYSA-N,PKVVTUWHANFMQC-UHFFFAOYSA-N,CC(C)(CO)C(=O)C(=O)O,,C6H10O4,146.14,146.142,146.05790880,0,10,0,1,C;H;O,-0.1,74.6,2,4,3,PubChem
39,"4,4-dimethyloxolane-2,3-dione",HRTOQFBQOFIFEE-UHFFFAOYSA-N,HRTOQFBQOFIFEE-UHFFFAOYSA-N,CC1(C)COC(=O)C1=O,,C6H8O3,128.13,128.127,128.047344113,0,9,0,1,C;H;O,0.6,43.4,0,3,0,PubChem
40,"6-(hydroxymethyl)oxane-2,4,5-triol",PMMURAAUARKVCB-UHFFFAOYSA-N,PMMURAAUARKVCB-UHFFFAOYSA-N,OCC1OC(O)CC(O)C1O,,C6H12O5,164.16,164.157,164.06847348,0,11,0,1,C;H;O,-1.6,90.2,4,5,1,PubChem
41,(2-hydroxy-5-methylsulfanyl-3-oxopent-1-enyl) dihydrogen phosphate,YIEMFVNCENFBSD-UHFFFAOYSA-N,YIEMFVNCENFBSD-UHFFFAOYSA-N,CSCCC(=O)C(O)=COP(=O)(O)O,,C6H11O6PS,242.19,242.189,242.00139624,0,14,0,1,C;H;O;P;S,-1,129,3,7,6,PubChem
42,"2-hydroxy-6-oxonona-2,4-dienedioic acid",RFENOVFRMPRRJI-UHFFFAOYSA-N,RFENOVFRMPRRJI-UHFFFAOYSA-N,O=C(O)CCC(=O)C=CC=C(O)C(=O)O,,C9H10O6,214.17,214.173,214.04773803,0,15,0,1,C;H;O,-0.4,112,3,6,6,PubChem
43,2-hydroxypentanedioic acid,HWXBTNAVRSUOJR-UHFFFAOYSA-N,HWXBTNAVRSUOJR-UHFFFAOYSA-N,O=C(O)CCC(O)C(=O)O,,C5H8O5,148.11,148.114,148.03717335,0,10,0,1,C;H;O,-1,94.8,3,5,4,PubChem
44,2-hydroxypropanedioate,ROBFUDYVXSDBQM-UHFFFAOYSA-L,ROBFUDYVXSDBQM-UHFFFAOYSA-L,O=C([O-])C(O)C(=O)[O-],,C3H2O5-2,118.04,118.044,117.99022316,-2,8,0,1,C;H;O,0.2,100,1,5,0,PubChem
45,2-hydroxypropanedioic acid,ROBFUDYVXSDBQM-UHFFFAOYSA-N,ROBFUDYVXSDBQM-UHFFFAOYSA-N,O=C(O)C(O)C(=O)O,,C3H4O5,120.06,120.06,120.00587322,0,8,0,1,C;H;O,-1.1,94.8,3,5,2,PubChem
46,"4,5-dihydroxy-2-oxo-6-phosphonooxyhexanoic acid",OVPRPPOVAXRCED-UHFFFAOYSA-N,OVPRPPOVAXRCED-UHFFFAOYSA-N,O=C(O)C(=O)CC(O)C(O)COP(=O)(O)O,,C6H11O9P,258.12,258.119,258.01406892,0,16,0,1,C;H;O;P,-3.4,162,5,9,7,PubChem
47,3-methyl-2-oxopentanoic acid,JVQYSWDUAOAHFM-UHFFFAOYSA-N,JVQYSWDUAOAHFM-UHFFFAOYSA-N,CCC(C)C(=O)C(=O)O,,C6H10O3,130.14,130.143,130.062994177,0,9,0,1,C;H;O,1.1,54.4,1,3,3,PubChem
48,"5-amino-2,5-dioxopentanoic acid",COJBGNAUUSNXHX-UHFFFAOYSA-N,COJBGNAUUSNXHX-UHFFFAOYSA-N,NC(=O)CCC(=O)C(=O)O,,C5H7NO4,145.11,145.114,145.03750770,0,10,0,1,C;H;N;O,-1.5,97.5,2,4,4,PubChem
49,3-methyl-2-oxobutanoic acid,QHKABHOOEWYVLI-UHFFFAOYSA-N,QHKABHOOEWYVLI-UHFFFAOYSA-N,CC(C)C(=O)C(=O)O,,C5H8O3,116.11,116.116,116.047344113,0,8,0,1,C;H;O,0.7,54.4,1,3,2,PubChem
