epoch,train_loss,val_loss,val_micro_f1,val_macro_f1,val_micro_precision,val_micro_recall,val_mAP,val_macro_AUROC,learning_rate,epoch_seconds,peak_cuda_memory_GB
1,0.15884264455836047,0.10591480351726792,0.8643189876938052,0.7483647055313155,0.9050305765870704,0.8271124417831005,0.8542979304612978,0.9798193177787516,0.001,66.57055759429932,1.5155882835388184
2,0.0948142026475068,0.11429768599619732,0.8547515375362147,0.7399419659694443,0.8709387839657494,0.8391550232867598,0.8714199102535696,0.9801690703164346,0.001,14.378353834152222,1.1296472549438477
3,0.07899592519201029,0.07895964454561323,0.9001347196794363,0.8254351822052678,0.9360586249012142,0.8668662674650699,0.9073084676322706,0.9886090336600083,0.001,14.342029571533203,1.1290369033813477
4,0.06995478599322363,0.09464496551713612,0.8789376588116538,0.827898361841476,0.9216366158113731,0.8400199600798404,0.9114892475899067,0.989066805827689,0.001,14.538157939910889,1.1290369033813477
5,0.06231966012535795,0.09945136432415917,0.873992435781151,0.8126550624548668,0.8999753286575265,0.8494677312042581,0.9116847680585032,0.9889885577934215,0.001,14.402510643005371,1.1290369033813477
6,0.05682760246317208,0.07289987244845521,0.9134753191347532,0.8723872297459192,0.915214051960195,0.9117431803060546,0.9255804051723034,0.9902959695930476,0.001,14.388949155807495,1.1290369033813477
7,0.05175316557259474,0.08043405443817944,0.9039584247291871,0.8615753325050042,0.9171745531740053,0.8911177644710578,0.9354932573411043,0.9917528490963214,0.001,14.399619102478027,1.1290369033813477
8,0.04810619413232856,0.06134553038530289,0.9259650712164679,0.8814207451380024,0.9340034521271195,0.918063872255489,0.9387879653597988,0.9933327028270403,0.001,14.378102540969849,1.1290369033813477
9,0.04471909092616997,0.07373075282483703,0.9108608642561563,0.8426648951509812,0.9290755604760587,0.8933466400532268,0.9332027730858528,0.9904951617498235,0.001,14.577731132507324,1.1290369033813477
10,0.04184675240054943,0.05664839067053477,0.9315978395786507,0.8849282147645446,0.9395087624331823,0.9238190286094478,0.9445950284883093,0.9935929981005728,0.001,14.368552923202515,1.1290369033813477
11,0.03866132752784502,0.061091035751410804,0.9268127591166765,0.8798790356379463,0.9431720337523678,0.9110113107119095,0.946424242983122,0.9938208284974801,0.001,14.361876964569092,1.1290369033813477
12,0.03606980334490123,0.12707171180189303,0.878627155762387,0.8412029832348374,0.9045019022122024,0.854191616766467,0.9320454861154926,0.9883306813314732,0.001,14.501785278320312,1.1290369033813477
13,0.03359547523954461,0.1190781946836474,0.8867169849212592,0.8415227748964789,0.8921968140639208,0.8813040585495675,0.9354928693001836,0.9881875222643393,0.001,14.446249723434448,1.1290369033813477
14,0.03158399584044886,0.06821529131031727,0.9241845677662456,0.8840111779996673,0.9347670738762037,0.9138389886892881,0.9485544808321017,0.9924539409542591,0.001,14.437450647354126,1.1290369033813477
15,0.029811845633474946,0.04715792597885281,0.944878203734974,0.9136960356884636,0.9497529660874534,0.9400532268795742,0.9565836696364902,0.9955623456797111,0.001,14.421976327896118,1.1290369033813477
16,0.0278092123109638,0.07543485095858914,0.9192082786368209,0.8497116222601196,0.9427212644683008,0.8968396540252828,0.9416964067880647,0.992412991086245,0.001,14.429160594940186,1.1290369033813477
17,0.025812098410339775,0.054332554004021726,0.9387085433024728,0.9051393799477029,0.9448619864514172,0.9326347305389222,0.9541701503859967,0.9946251174727115,0.001,14.430522203445435,1.1290369033813477
18,0.024760717760310046,0.0954674149930647,0.9076206232906776,0.8582183360099477,0.9214026187701378,0.8942448436460413,0.9443212874230017,0.9910498493929583,0.001,14.443183422088623,1.1290369033813477
19,0.022703212084135043,0.08596769619700666,0.9134394445096691,0.8902907814368446,0.9211176132327572,0.9058882235528942,0.9441956043230547,0.9922835389647277,0.001,14.498661994934082,1.1290369033813477
20,0.020915088537980197,0.09161192870922498,0.9163881856540085,0.8850482760030534,0.9300445357999315,0.9031270791749834,0.9457635014455833,0.99106884945939,0.001,14.432153701782227,1.1290369033813477
21,0.019979106385271044,0.09395428264410155,0.9136731937879811,0.8625266238719412,0.9274503084304319,0.9002994011976048,0.9483420124325549,0.9887505859374814,0.001,14.44884967803955,1.1290369033813477
22,0.018216278876837213,0.07620477058006613,0.9279624822041705,0.8880517181259717,0.9344577500421656,0.921556886227545,0.9475069613863881,0.9896647026146667,0.001,14.376406908035278,1.1290369033813477
23,0.017031503087004258,0.06788927914043685,0.9312335610659873,0.8967589849913643,0.9261623506959297,0.9363606121091151,0.9502703397306771,0.9938663346117765,0.001,14.365535497665405,1.1290369033813477
